Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
ICA,None,45 Hz,None,Cz,linear,None,Interpolate,N400,Time-Resolved,1083.3178249260552
ICA,None,45 Hz,None,Cz,linear,None,Int. or reject,N400,Time-Resolved,1063.8282800201766
ICA,None,45 Hz,None,P9P10,None,200ms,False,N400,Time-Resolved,1157.6364923233596
ICA,None,45 Hz,None,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1000.8579537991244
ICA,None,45 Hz,None,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,989.00554311932
ICA,None,45 Hz,None,P9P10,None,400ms,False,N400,Time-Resolved,1217.7669525317103
ICA,None,45 Hz,None,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1143.2105430396614
ICA,None,45 Hz,None,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1124.1664543582451
ICA,None,45 Hz,None,P9P10,None,None,False,N400,Time-Resolved,0.0
ICA,None,45 Hz,None,P9P10,None,None,Interpolate,N400,Time-Resolved,134.69597166808447
ICA,None,45 Hz,None,P9P10,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,45 Hz,None,P9P10,linear,200ms,False,N400,Time-Resolved,1010.0890329968132
ICA,None,45 Hz,None,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,913.393317328366
ICA,None,45 Hz,None,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,876.3820135865093
ICA,None,45 Hz,None,P9P10,linear,400ms,False,N400,Time-Resolved,1109.6811127520718
ICA,None,45 Hz,None,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1026.7065228713811
ICA,None,45 Hz,None,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1044.20615777928
ICA,None,45 Hz,None,P9P10,linear,None,False,N400,Time-Resolved,1182.7756215390589
ICA,None,45 Hz,None,P9P10,linear,None,Interpolate,N400,Time-Resolved,1141.5228367980187
ICA,None,45 Hz,None,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1096.8572641861333
ICA,None,45 Hz,None,average,None,200ms,False,N400,Time-Resolved,1108.0016705497185
ICA,None,45 Hz,None,average,None,200ms,Interpolate,N400,Time-Resolved,948.2620535409098
ICA,None,45 Hz,None,average,None,200ms,Int. or reject,N400,Time-Resolved,892.8530686817501
ICA,None,45 Hz,None,average,None,400ms,False,N400,Time-Resolved,1142.612027361784
ICA,None,45 Hz,None,average,None,400ms,Interpolate,N400,Time-Resolved,924.1759688749556
ICA,None,45 Hz,None,average,None,400ms,Int. or reject,N400,Time-Resolved,825.1068981532877
ICA,None,45 Hz,None,average,None,None,False,N400,Time-Resolved,0.0
ICA,None,45 Hz,None,average,None,None,Interpolate,N400,Time-Resolved,102.08308817811424
ICA,None,45 Hz,None,average,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,45 Hz,None,average,linear,200ms,False,N400,Time-Resolved,973.3309520674794
ICA,None,45 Hz,None,average,linear,200ms,Interpolate,N400,Time-Resolved,901.32288652734
ICA,None,45 Hz,None,average,linear,200ms,Int. or reject,N400,Time-Resolved,840.1201624253429
ICA,None,45 Hz,None,average,linear,400ms,False,N400,Time-Resolved,1017.9366459864171
ICA,None,45 Hz,None,average,linear,400ms,Interpolate,N400,Time-Resolved,1017.188447182658
ICA,None,45 Hz,None,average,linear,400ms,Int. or reject,N400,Time-Resolved,969.6958153565904
ICA,None,45 Hz,None,average,linear,None,False,N400,Time-Resolved,1161.6053117782935
ICA,None,45 Hz,None,average,linear,None,Interpolate,N400,Time-Resolved,1009.7346103945804
ICA,None,45 Hz,None,average,linear,None,Int. or reject,N400,Time-Resolved,1028.910952917684
ICA,None,6 Hz,0.1 Hz,Cz,None,200ms,False,N400,Time-Resolved,1397.5326009230416
ICA,None,6 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1152.8705524497072
ICA,None,6 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1212.5517587907384
ICA,None,6 Hz,0.1 Hz,Cz,None,400ms,False,N400,Time-Resolved,1434.495413428061
ICA,None,6 Hz,0.1 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1167.2352027718491
ICA,None,6 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1176.8186992584017
ICA,None,6 Hz,0.1 Hz,Cz,None,None,False,N400,Time-Resolved,1210.036759169694
ICA,None,6 Hz,0.1 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1302.298492173708
ICA,None,6 Hz,0.1 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,1022.0760795508954
ICA,None,6 Hz,0.1 Hz,Cz,linear,200ms,False,N400,Time-Resolved,1274.115540164264
ICA,None,6 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,1156.4261612795378
ICA,None,6 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,1127.222617804946
ICA,None,6 Hz,0.1 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1547.4228284809635
ICA,None,6 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,1489.6074013558548
ICA,None,6 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,1351.4438685989348
ICA,None,6 Hz,0.1 Hz,Cz,linear,None,False,N400,Time-Resolved,1581.3376658279751
ICA,None,6 Hz,0.1 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1622.6072212915465
ICA,None,6 Hz,0.1 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,1544.5988114665874
ICA,None,6 Hz,0.1 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1452.020714604907
ICA,None,6 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1090.9211239471017
ICA,None,6 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1187.5043406692628
ICA,None,6 Hz,0.1 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1494.323363244588
ICA,None,6 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1246.678588041391
ICA,None,6 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1141.9945161707417
ICA,None,6 Hz,0.1 Hz,P9P10,None,None,False,N400,Time-Resolved,1236.3965648782596
ICA,None,6 Hz,0.1 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,1084.8807089155407
ICA,None,6 Hz,0.1 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,1411.1652194030394
ICA,None,6 Hz,0.1 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,1410.1138006703884
ICA,None,6 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,1142.7851337362704
ICA,None,6 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,1055.0751612354877
ICA,None,6 Hz,0.1 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1555.1015858848043
ICA,None,6 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1476.349377462671
ICA,None,6 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1428.153823811693
ICA,None,6 Hz,0.1 Hz,P9P10,linear,None,False,N400,Time-Resolved,1782.5472875067744
ICA,None,6 Hz,0.1 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1622.7779543732024
ICA,None,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1465.6515137113884
ICA,None,6 Hz,0.1 Hz,average,None,200ms,False,N400,Time-Resolved,1346.1580492368785
ICA,None,6 Hz,0.1 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,1069.7813522124911
ICA,None,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,990.2928153288308
ICA,None,6 Hz,0.1 Hz,average,None,400ms,False,N400,Time-Resolved,1398.1344531895768
ICA,None,6 Hz,0.1 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,1060.0989756771664
ICA,None,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,1011.0376136035638
ICA,None,6 Hz,0.1 Hz,average,None,None,False,N400,Time-Resolved,1198.366460978034
ICA,None,6 Hz,0.1 Hz,average,None,None,Interpolate,N400,Time-Resolved,936.4064229648296
ICA,None,6 Hz,0.1 Hz,average,None,None,Int. or reject,N400,Time-Resolved,987.6449457783
ICA,None,6 Hz,0.1 Hz,average,linear,200ms,False,N400,Time-Resolved,1336.1806788183592
ICA,None,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,1198.296199465866
ICA,None,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,979.0630766472334
ICA,None,6 Hz,0.1 Hz,average,linear,400ms,False,N400,Time-Resolved,1501.3075316547618
ICA,None,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,1535.357187372436
ICA,None,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,1258.8253963699583
ICA,None,6 Hz,0.1 Hz,average,linear,None,False,N400,Time-Resolved,1670.9456662536163
ICA,None,6 Hz,0.1 Hz,average,linear,None,Interpolate,N400,Time-Resolved,1581.0783627375006
ICA,None,6 Hz,0.1 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,1150.786751494244
ICA,None,6 Hz,0.5 Hz,Cz,None,200ms,False,N400,Time-Resolved,1300.1196374430958
ICA,None,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1190.6306629225974
ICA,None,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1205.871993610555
ICA,None,6 Hz,0.5 Hz,Cz,None,400ms,False,N400,Time-Resolved,1399.5441841950587
ICA,None,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1218.534464131482
ICA,None,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1136.4525195812653
ICA,None,6 Hz,0.5 Hz,Cz,None,None,False,N400,Time-Resolved,1836.8870594929383
ICA,None,6 Hz,0.5 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1643.6589844677385
ICA,None,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,1438.85626765927
ICA,None,6 Hz,0.5 Hz,Cz,linear,200ms,False,N400,Time-Resolved,1367.6149140197826
ICA,None,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,1179.1038102046973
ICA,None,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,1087.3673043651695
ICA,None,6 Hz,0.5 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1561.884018042317
ICA,None,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,1468.698566612608
ICA,None,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,1299.4546968271798
ICA,None,6 Hz,0.5 Hz,Cz,linear,None,False,N400,Time-Resolved,1748.555823318819
ICA,None,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1624.5349054017568
ICA,None,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,1460.4540466022063
ICA,None,6 Hz,0.5 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1273.4531762437146
ICA,None,6 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1206.5733229705588
ICA,None,6 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1164.1478221397151
ICA,None,6 Hz,0.5 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1372.2054328076656
ICA,None,6 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1320.0949753658883
ICA,None,6 Hz,0.5 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1307.0669429684212
ICA,None,6 Hz,0.5 Hz,P9P10,None,None,False,N400,Time-Resolved,1912.1939218792656
ICA,None,6 Hz,0.5 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,1843.6649246833972
ICA,None,6 Hz,0.5 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,1485.007762612035
ICA,None,6 Hz,0.5 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,1402.6843289364742
ICA,None,6 Hz,0.5 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,1203.2566856493895
ICA,None,6 Hz,0.5 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,1047.2524006380131
ICA,None,6 Hz,0.5 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1652.546656936852
ICA,None,6 Hz,0.5 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1525.5526274519416
ICA,None,6 Hz,0.5 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1433.964653275407
ICA,None,6 Hz,0.5 Hz,P9P10,linear,None,False,N400,Time-Resolved,1772.638013155323
ICA,None,6 Hz,0.5 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1526.8062531076512
ICA,None,6 Hz,0.5 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1369.7362676921323
ICA,None,6 Hz,0.5 Hz,average,None,200ms,False,N400,Time-Resolved,1273.849480560004
ICA,None,6 Hz,0.5 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,1184.9522317030192
ICA,None,6 Hz,0.5 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,1090.3932493277875
ICA,None,6 Hz,0.5 Hz,average,None,400ms,False,N400,Time-Resolved,1359.5888395120378
ICA,None,6 Hz,0.5 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,1187.8831743001997
ICA,None,6 Hz,0.5 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,1200.7684603337125
ICA,None,6 Hz,0.5 Hz,average,None,None,False,N400,Time-Resolved,1820.683338529086
ICA,None,6 Hz,0.5 Hz,average,None,None,Interpolate,N400,Time-Resolved,1562.6394819485845
ICA,None,6 Hz,0.5 Hz,average,None,None,Int. or reject,N400,Time-Resolved,1328.0261737500298
ICA,None,6 Hz,0.5 Hz,average,linear,200ms,False,N400,Time-Resolved,1280.0195387465608
ICA,None,6 Hz,0.5 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,1179.188787592739
ICA,None,6 Hz,0.5 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,1012.77262758594
ICA,None,6 Hz,0.5 Hz,average,linear,400ms,False,N400,Time-Resolved,1524.33840512059
ICA,None,6 Hz,0.5 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,1590.6026848931838
ICA,None,6 Hz,0.5 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,1330.6600254403695
ICA,None,6 Hz,0.5 Hz,average,linear,None,False,N400,Time-Resolved,1724.3215133474432
ICA,None,6 Hz,0.5 Hz,average,linear,None,Interpolate,N400,Time-Resolved,1548.0447910575836
ICA,None,6 Hz,0.5 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,1287.8911419955878
ICA,None,6 Hz,None,Cz,None,200ms,False,N400,Time-Resolved,1396.863284763389
ICA,None,6 Hz,None,Cz,None,200ms,Interpolate,N400,Time-Resolved,1142.8703246540392
ICA,None,6 Hz,None,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1141.2037140916805
ICA,None,6 Hz,None,Cz,None,400ms,False,N400,Time-Resolved,1433.395851539432
ICA,None,6 Hz,None,Cz,None,400ms,Interpolate,N400,Time-Resolved,1322.8462720815023
ICA,None,6 Hz,None,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1123.460517081009
ICA,None,6 Hz,None,Cz,None,None,False,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,Cz,None,None,Interpolate,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,Cz,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,Cz,linear,200ms,False,N400,Time-Resolved,1268.0278069458273
ICA,None,6 Hz,None,Cz,linear,200ms,Interpolate,N400,Time-Resolved,1137.156626373258
ICA,None,6 Hz,None,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,1094.370421880863
ICA,None,6 Hz,None,Cz,linear,400ms,False,N400,Time-Resolved,1545.2308912321355
ICA,None,6 Hz,None,Cz,linear,400ms,Interpolate,N400,Time-Resolved,1453.7301411880662
ICA,None,6 Hz,None,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,1386.5087918525242
ICA,None,6 Hz,None,Cz,linear,None,False,N400,Time-Resolved,1586.019922224691
ICA,None,6 Hz,None,Cz,linear,None,Interpolate,N400,Time-Resolved,1621.057746283403
ICA,None,6 Hz,None,Cz,linear,None,Int. or reject,N400,Time-Resolved,1504.5094183653284
ICA,None,6 Hz,None,P9P10,None,200ms,False,N400,Time-Resolved,1503.40548307918
ICA,None,6 Hz,None,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1252.091090981779
ICA,None,6 Hz,None,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1230.8439142422435
ICA,None,6 Hz,None,P9P10,None,400ms,False,N400,Time-Resolved,1451.1815260066126
ICA,None,6 Hz,None,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1216.740266139388
ICA,None,6 Hz,None,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1149.367284859656
ICA,None,6 Hz,None,P9P10,None,None,False,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,P9P10,None,None,Interpolate,N400,Time-Resolved,1068.6071874847742
ICA,None,6 Hz,None,P9P10,None,None,Int. or reject,N400,Time-Resolved,326.64721533022293
ICA,None,6 Hz,None,P9P10,linear,200ms,False,N400,Time-Resolved,1330.9312148615552
ICA,None,6 Hz,None,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,1160.5479430340156
ICA,None,6 Hz,None,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,1073.0380130636663
ICA,None,6 Hz,None,P9P10,linear,400ms,False,N400,Time-Resolved,1562.7265363900233
ICA,None,6 Hz,None,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1485.603428124777
ICA,None,6 Hz,None,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1440.041833107995
ICA,None,6 Hz,None,P9P10,linear,None,False,N400,Time-Resolved,1779.5936813111523
ICA,None,6 Hz,None,P9P10,linear,None,Interpolate,N400,Time-Resolved,1612.6541670013714
ICA,None,6 Hz,None,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1484.2719250505452
ICA,None,6 Hz,None,average,None,200ms,False,N400,Time-Resolved,1330.016343680864
ICA,None,6 Hz,None,average,None,200ms,Interpolate,N400,Time-Resolved,984.8650868575093
ICA,None,6 Hz,None,average,None,200ms,Int. or reject,N400,Time-Resolved,1033.121931679279
ICA,None,6 Hz,None,average,None,400ms,False,N400,Time-Resolved,1358.060226112641
ICA,None,6 Hz,None,average,None,400ms,Interpolate,N400,Time-Resolved,970.006741159733
ICA,None,6 Hz,None,average,None,400ms,Int. or reject,N400,Time-Resolved,1046.0740799624532
ICA,None,6 Hz,None,average,None,None,False,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,average,None,None,Interpolate,N400,Time-Resolved,90.48898723765566
ICA,None,6 Hz,None,average,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,6 Hz,None,average,linear,200ms,False,N400,Time-Resolved,1276.6907392002531
ICA,None,6 Hz,None,average,linear,200ms,Interpolate,N400,Time-Resolved,1198.4936521174948
ICA,None,6 Hz,None,average,linear,200ms,Int. or reject,N400,Time-Resolved,1000.7339746232813
ICA,None,6 Hz,None,average,linear,400ms,False,N400,Time-Resolved,1506.808846356676
ICA,None,6 Hz,None,average,linear,400ms,Interpolate,N400,Time-Resolved,1520.9673745507584
ICA,None,6 Hz,None,average,linear,400ms,Int. or reject,N400,Time-Resolved,1315.3861919054275
ICA,None,6 Hz,None,average,linear,None,False,N400,Time-Resolved,1668.320951893492
ICA,None,6 Hz,None,average,linear,None,Interpolate,N400,Time-Resolved,1584.80766029488
ICA,None,6 Hz,None,average,linear,None,Int. or reject,N400,Time-Resolved,1240.3686683368776
ICA,None,None,0.1 Hz,Cz,None,200ms,False,N400,Time-Resolved,1120.718136759163
ICA,None,None,0.1 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1047.6485609708875
ICA,None,None,0.1 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,950.8296703918234
ICA,None,None,0.1 Hz,Cz,None,400ms,False,N400,Time-Resolved,1184.7488911169514
ICA,None,None,0.1 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1123.8585136276174
ICA,None,None,0.1 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1078.9830918668652
ICA,None,None,0.1 Hz,Cz,None,None,False,N400,Time-Resolved,1061.0525461128834
ICA,None,None,0.1 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1228.5647715938662
ICA,None,None,0.1 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,963.5423054838084
ICA,None,None,0.1 Hz,Cz,linear,200ms,False,N400,Time-Resolved,884.4695838393133
ICA,None,None,0.1 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,874.1561773291628
ICA,None,None,0.1 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,839.4922759323531
ICA,None,None,0.1 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1041.393975250904
ICA,None,None,0.1 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,986.7115026506
ICA,None,None,0.1 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,940.066565096162
ICA,None,None,0.1 Hz,Cz,linear,None,False,N400,Time-Resolved,1119.8815586020323
ICA,None,None,0.1 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1062.3285324802737
ICA,None,None,0.1 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,952.7107812195588
ICA,None,None,0.1 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1141.6384920205207
ICA,None,None,0.1 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1131.6591174252346
ICA,None,None,0.1 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1066.2188501078745
ICA,None,None,0.1 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1197.678860564331
ICA,None,None,0.1 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1126.4518459043445
ICA,None,None,0.1 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1080.7563530571442
ICA,None,None,0.1 Hz,P9P10,None,None,False,N400,Time-Resolved,1091.9384593622224
ICA,None,None,0.1 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,1334.1268920286157
ICA,None,None,0.1 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,1113.6047696891576
ICA,None,None,0.1 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,932.63433112454
ICA,None,None,0.1 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,866.3952533309517
ICA,None,None,0.1 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,826.8295875386145
ICA,None,None,0.1 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1056.600723734947
ICA,None,None,0.1 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,985.2384047056538
ICA,None,None,0.1 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,952.7715404500908
ICA,None,None,0.1 Hz,P9P10,linear,None,False,N400,Time-Resolved,1120.3453389904066
ICA,None,None,0.1 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1018.1625281602536
ICA,None,None,0.1 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,961.7707856680074
ICA,None,None,0.1 Hz,average,None,200ms,False,N400,Time-Resolved,1097.986329886476
ICA,None,None,0.1 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,946.252311122965
ICA,None,None,0.1 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,964.4069578471752
ICA,None,None,0.1 Hz,average,None,400ms,False,N400,Time-Resolved,1149.549777477364
ICA,None,None,0.1 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,1009.4107480795076
ICA,None,None,0.1 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,1011.805812876464
ICA,None,None,0.1 Hz,average,None,None,False,N400,Time-Resolved,1045.969689892082
ICA,None,None,0.1 Hz,average,None,None,Interpolate,N400,Time-Resolved,1096.402683691368
ICA,None,None,0.1 Hz,average,None,None,Int. or reject,N400,Time-Resolved,959.2387916987592
ICA,None,None,0.1 Hz,average,linear,200ms,False,N400,Time-Resolved,878.996064968972
ICA,None,None,0.1 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,816.3283885698146
ICA,None,None,0.1 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,798.4876942648632
ICA,None,None,0.1 Hz,average,linear,400ms,False,N400,Time-Resolved,1027.395275923547
ICA,None,None,0.1 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,917.3011244014835
ICA,None,None,0.1 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,912.0955033884736
ICA,None,None,0.1 Hz,average,linear,None,False,N400,Time-Resolved,1094.9826479281444
ICA,None,None,0.1 Hz,average,linear,None,Interpolate,N400,Time-Resolved,967.0734291746656
ICA,None,None,0.1 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,864.2331880693196
ICA,None,None,0.5 Hz,Cz,None,200ms,False,N400,Time-Resolved,1071.1612682288896
ICA,None,None,0.5 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1025.3682148703822
ICA,None,None,0.5 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1008.3917268693834
ICA,None,None,0.5 Hz,Cz,None,400ms,False,N400,Time-Resolved,1093.2467044541495
ICA,None,None,0.5 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1034.4881794046055
ICA,None,None,0.5 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,989.9910760769486
ICA,None,None,0.5 Hz,Cz,None,None,False,N400,Time-Resolved,1160.989853204886
ICA,None,None,0.5 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1114.7672858989836
ICA,None,None,0.5 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,1005.268232327024
ICA,None,None,0.5 Hz,Cz,linear,200ms,False,N400,Time-Resolved,898.4982390891438
ICA,None,None,0.5 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,840.3028050415307
ICA,None,None,0.5 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,790.9192017337363
ICA,None,None,0.5 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1073.6637050072052
ICA,None,None,0.5 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,982.3459853170748
ICA,None,None,0.5 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,983.9405171161412
ICA,None,None,0.5 Hz,Cz,linear,None,False,N400,Time-Resolved,1119.1009053625537
ICA,None,None,0.5 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1072.2988832847884
ICA,None,None,0.5 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,1041.5752608925432
ICA,None,None,0.5 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1072.2539522897828
ICA,None,None,0.5 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1050.176199807804
