Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
ICA,None,None,0.5 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,955.468984607306
ICA,None,None,0.5 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1086.7424792022366
ICA,None,None,0.5 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1112.9096114513982
ICA,None,None,0.5 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,994.0339398534356
ICA,None,None,0.5 Hz,P9P10,None,None,False,N400,Time-Resolved,1142.0600885261042
ICA,None,None,0.5 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,1103.8523142741658
ICA,None,None,0.5 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,1050.312877833132
ICA,None,None,0.5 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,974.4185142701216
ICA,None,None,0.5 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,832.850139655801
ICA,None,None,0.5 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,801.9069408505353
ICA,None,None,0.5 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1062.8709523727764
ICA,None,None,0.5 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1053.3704069229752
ICA,None,None,0.5 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1002.2988057346244
ICA,None,None,0.5 Hz,P9P10,linear,None,False,N400,Time-Resolved,1124.3400961317398
ICA,None,None,0.5 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1033.4883697274108
ICA,None,None,0.5 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1023.0518696283144
ICA,None,None,0.5 Hz,average,None,200ms,False,N400,Time-Resolved,1051.3558186008208
ICA,None,None,0.5 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,975.4541724754922
ICA,None,None,0.5 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,952.499115132195
ICA,None,None,0.5 Hz,average,None,400ms,False,N400,Time-Resolved,1072.1738554861518
ICA,None,None,0.5 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,949.0126610605416
ICA,None,None,0.5 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,912.8093010614982
ICA,None,None,0.5 Hz,average,None,None,False,N400,Time-Resolved,1135.9948175931072
ICA,None,None,0.5 Hz,average,None,None,Interpolate,N400,Time-Resolved,1064.7098178684862
ICA,None,None,0.5 Hz,average,None,None,Int. or reject,N400,Time-Resolved,921.7104101143558
ICA,None,None,0.5 Hz,average,linear,200ms,False,N400,Time-Resolved,869.0781175095315
ICA,None,None,0.5 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,781.6632976474976
ICA,None,None,0.5 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,761.7912533315906
ICA,None,None,0.5 Hz,average,linear,400ms,False,N400,Time-Resolved,1031.0812328371055
ICA,None,None,0.5 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,987.5978484343384
ICA,None,None,0.5 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,910.7264931795404
ICA,None,None,0.5 Hz,average,linear,None,False,N400,Time-Resolved,1090.4358104508742
ICA,None,None,0.5 Hz,average,linear,None,Interpolate,N400,Time-Resolved,1003.78629795582
ICA,None,None,0.5 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,864.6317512660107
ICA,None,None,None,Cz,None,200ms,False,N400,Time-Resolved,1102.7268865415735
ICA,None,None,None,Cz,None,200ms,Interpolate,N400,Time-Resolved,950.499941512392
ICA,None,None,None,Cz,None,200ms,Int. or reject,N400,Time-Resolved,997.6974218408236
ICA,None,None,None,Cz,None,400ms,False,N400,Time-Resolved,1179.3742804149194
ICA,None,None,None,Cz,None,400ms,Interpolate,N400,Time-Resolved,1066.8871331274147
ICA,None,None,None,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1018.2869399691704
ICA,None,None,None,Cz,None,None,False,N400,Time-Resolved,0.0
ICA,None,None,None,Cz,None,None,Interpolate,N400,Time-Resolved,210.28192309681748
ICA,None,None,None,Cz,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,None,None,Cz,linear,200ms,False,N400,Time-Resolved,909.6418992307337
ICA,None,None,None,Cz,linear,200ms,Interpolate,N400,Time-Resolved,843.2998200226262
ICA,None,None,None,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,829.2225273698648
ICA,None,None,None,Cz,linear,400ms,False,N400,Time-Resolved,1048.0131366965827
ICA,None,None,None,Cz,linear,400ms,Interpolate,N400,Time-Resolved,989.3347291414368
ICA,None,None,None,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,925.352105601064
ICA,None,None,None,Cz,linear,None,False,N400,Time-Resolved,1117.4452422200698
ICA,None,None,None,Cz,linear,None,Interpolate,N400,Time-Resolved,1073.8399887873572
ICA,None,None,None,Cz,linear,None,Int. or reject,N400,Time-Resolved,1002.5109569358476
ICA,None,None,None,P9P10,None,200ms,False,N400,Time-Resolved,1094.441209667123
ICA,None,None,None,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1016.714399751497
ICA,None,None,None,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1012.5775311498072
ICA,None,None,None,P9P10,None,400ms,False,N400,Time-Resolved,1172.940549660063
ICA,None,None,None,P9P10,None,400ms,Interpolate,N400,Time-Resolved,956.1584395198616
ICA,None,None,None,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,997.2351675648464
ICA,None,None,None,P9P10,None,None,False,N400,Time-Resolved,0.0
ICA,None,None,None,P9P10,None,None,Interpolate,N400,Time-Resolved,135.16777387891636
ICA,None,None,None,P9P10,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,None,None,P9P10,linear,200ms,False,N400,Time-Resolved,931.405623970482
ICA,None,None,None,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,857.3689292095362
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,838.0819003140348
ICA,None,None,None,P9P10,linear,400ms,False,N400,Time-Resolved,1065.5692576689614
ICA,None,None,None,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,999.3059834219443
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,974.391770077792
ICA,None,None,None,P9P10,linear,None,False,N400,Time-Resolved,1120.5982636174242
ICA,None,None,None,P9P10,linear,None,Interpolate,N400,Time-Resolved,1016.4459705207742
ICA,None,None,None,P9P10,linear,None,Int. or reject,N400,Time-Resolved,971.9222495298236
ICA,None,None,None,average,None,200ms,False,N400,Time-Resolved,1059.695452698615
ICA,None,None,None,average,None,200ms,Interpolate,N400,Time-Resolved,928.0417060377422
ICA,None,None,None,average,None,200ms,Int. or reject,N400,Time-Resolved,803.0221981921593
ICA,None,None,None,average,None,400ms,False,N400,Time-Resolved,1130.597915593211
ICA,None,None,None,average,None,400ms,Interpolate,N400,Time-Resolved,997.0136565950646
ICA,None,None,None,average,None,400ms,Int. or reject,N400,Time-Resolved,875.5297643252779
ICA,None,None,None,average,None,None,False,N400,Time-Resolved,0.0
ICA,None,None,None,average,None,None,Interpolate,N400,Time-Resolved,0.0
ICA,None,None,None,average,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,None,None,None,average,linear,200ms,False,N400,Time-Resolved,881.0870653114453
ICA,None,None,None,average,linear,200ms,Interpolate,N400,Time-Resolved,815.1008368156895
ICA,None,None,None,average,linear,200ms,Int. or reject,N400,Time-Resolved,797.7244429759053
ICA,None,None,None,average,linear,400ms,False,N400,Time-Resolved,1031.8189820323375
ICA,None,None,None,average,linear,400ms,Interpolate,N400,Time-Resolved,917.1380255032932
ICA,None,None,None,average,linear,400ms,Int. or reject,N400,Time-Resolved,909.3277575577056
ICA,None,None,None,average,linear,None,False,N400,Time-Resolved,1084.3062810706492
ICA,None,None,None,average,linear,None,Interpolate,N400,Time-Resolved,963.7439150104638
ICA,None,None,None,average,linear,None,Int. or reject,N400,Time-Resolved,858.7386685810642
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,N400,Time-Resolved,1216.4456196368492
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1063.1065645787476
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1052.286592240628
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,N400,Time-Resolved,1343.5368014847998
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1099.0018073691888
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,1059.8273504214694
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,N400,Time-Resolved,1116.8770484652168
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1003.3151902329536
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,1061.8304302003264
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,N400,Time-Resolved,1005.9937116495134
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,933.85352055558
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,863.7991818257
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1093.5089829425174
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,1018.7090709104614
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,1012.5544551796656
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,N400,Time-Resolved,1281.9477387212496
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1109.1913085891606
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,1037.6855606834092
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1228.5488902868417
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1079.2409237749305
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,1172.542601709372
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1342.7830241280271
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1145.193700393217
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1179.3921887486977
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,N400,Time-Resolved,1155.11967880334
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,951.6568057672494
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,857.1006301410163
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,1018.2063302116584
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,927.1289773913724
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,855.2637622244074
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1124.4849936665244
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1096.9983165982385
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1033.9860206460953
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,N400,Time-Resolved,1339.5693362737118
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1215.794366146011
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1143.6670637776606
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,N400,Time-Resolved,1192.8191447165248
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,785.778682747105
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,874.8130112890046
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,N400,Time-Resolved,1293.3809640859022
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,1053.8322219103886
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,1042.3777761987797
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,N400,Time-Resolved,1189.3701087881227
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,N400,Time-Resolved,956.0968318559252
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,N400,Time-Resolved,967.6319322587792
ICA,ICA,20 Hz,0.1 Hz,average,linear,200ms,False,N400,Time-Resolved,984.7111834335542
ICA,ICA,20 Hz,0.1 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,807.7261184078144
ICA,ICA,20 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,779.1368770072896
ICA,ICA,20 Hz,0.1 Hz,average,linear,400ms,False,N400,Time-Resolved,1083.274956954615
ICA,ICA,20 Hz,0.1 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,975.4661818494268
ICA,ICA,20 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,874.7002085844246
ICA,ICA,20 Hz,0.1 Hz,average,linear,None,False,N400,Time-Resolved,1266.4266258070963
ICA,ICA,20 Hz,0.1 Hz,average,linear,None,Interpolate,N400,Time-Resolved,1106.3653366877586
ICA,ICA,20 Hz,0.1 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,1054.8862110990972
ICA,ICA,20 Hz,0.5 Hz,Cz,None,200ms,False,N400,Time-Resolved,1158.283232491407
ICA,ICA,20 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1063.9202018245146
ICA,ICA,20 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1012.6535263312372
ICA,ICA,20 Hz,0.5 Hz,Cz,None,400ms,False,N400,Time-Resolved,1175.796762496435
ICA,ICA,20 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N400,Time-Resolved,1058.3530524849589
ICA,ICA,20 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N400,Time-Resolved,970.5573920004022
ICA,ICA,20 Hz,0.5 Hz,Cz,None,None,False,N400,Time-Resolved,1259.447553776825
ICA,ICA,20 Hz,0.5 Hz,Cz,None,None,Interpolate,N400,Time-Resolved,1144.9743723252404
ICA,ICA,20 Hz,0.5 Hz,Cz,None,None,Int. or reject,N400,Time-Resolved,1033.030252063404
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,200ms,False,N400,Time-Resolved,1049.1507535875785
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N400,Time-Resolved,915.0005966968528
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,865.389276807895
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,400ms,False,N400,Time-Resolved,1179.950937674014
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N400,Time-Resolved,1025.3582708772635
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,1103.9955600261285
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,None,False,N400,Time-Resolved,1292.981162458182
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,None,Interpolate,N400,Time-Resolved,1136.831200500655
ICA,ICA,20 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N400,Time-Resolved,1155.243221969342
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,200ms,False,N400,Time-Resolved,1150.2924062429363
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,200ms,Interpolate,N400,Time-Resolved,984.9988901307044
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,974.1165069530862
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,400ms,False,N400,Time-Resolved,1187.2302487821091
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1087.5181152232576
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1166.7820820992697
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,None,False,N400,Time-Resolved,1269.1670178516997
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,None,Interpolate,N400,Time-Resolved,1260.2410217327806
ICA,ICA,20 Hz,0.5 Hz,P9P10,None,None,Int. or reject,N400,Time-Resolved,1135.0398154098934
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,200ms,False,N400,Time-Resolved,1006.7415444217022
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,893.9704697698642
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,875.2917732020093
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,400ms,False,N400,Time-Resolved,1215.191298630571
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1075.5235416056553
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1100.0135696774817
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,None,False,N400,Time-Resolved,1340.3959926962252
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,None,Interpolate,N400,Time-Resolved,1232.2085698335875
ICA,ICA,20 Hz,0.5 Hz,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1139.0294809399436
ICA,ICA,20 Hz,0.5 Hz,average,None,200ms,False,N400,Time-Resolved,1121.9922656126398
ICA,ICA,20 Hz,0.5 Hz,average,None,200ms,Interpolate,N400,Time-Resolved,934.6206888506672
ICA,ICA,20 Hz,0.5 Hz,average,None,200ms,Int. or reject,N400,Time-Resolved,925.8262481963542
ICA,ICA,20 Hz,0.5 Hz,average,None,400ms,False,N400,Time-Resolved,1151.8719189305443
ICA,ICA,20 Hz,0.5 Hz,average,None,400ms,Interpolate,N400,Time-Resolved,1097.9145723476945
ICA,ICA,20 Hz,0.5 Hz,average,None,400ms,Int. or reject,N400,Time-Resolved,942.1722033366284
ICA,ICA,20 Hz,0.5 Hz,average,None,None,False,N400,Time-Resolved,1242.2749118664146
ICA,ICA,20 Hz,0.5 Hz,average,None,None,Interpolate,N400,Time-Resolved,1061.342021173837
ICA,ICA,20 Hz,0.5 Hz,average,None,None,Int. or reject,N400,Time-Resolved,1020.6931160555864
ICA,ICA,20 Hz,0.5 Hz,average,linear,200ms,False,N400,Time-Resolved,979.1743849017151
ICA,ICA,20 Hz,0.5 Hz,average,linear,200ms,Interpolate,N400,Time-Resolved,829.8829613115407
ICA,ICA,20 Hz,0.5 Hz,average,linear,200ms,Int. or reject,N400,Time-Resolved,806.668430680602
ICA,ICA,20 Hz,0.5 Hz,average,linear,400ms,False,N400,Time-Resolved,1074.289142447583
ICA,ICA,20 Hz,0.5 Hz,average,linear,400ms,Interpolate,N400,Time-Resolved,996.8066500464
ICA,ICA,20 Hz,0.5 Hz,average,linear,400ms,Int. or reject,N400,Time-Resolved,972.5751014209312
ICA,ICA,20 Hz,0.5 Hz,average,linear,None,False,N400,Time-Resolved,1255.225605076505
ICA,ICA,20 Hz,0.5 Hz,average,linear,None,Interpolate,N400,Time-Resolved,1095.1390776656046
ICA,ICA,20 Hz,0.5 Hz,average,linear,None,Int. or reject,N400,Time-Resolved,1022.8770948060017
ICA,ICA,20 Hz,None,Cz,None,200ms,False,N400,Time-Resolved,1220.6748791086893
ICA,ICA,20 Hz,None,Cz,None,200ms,Interpolate,N400,Time-Resolved,1030.8297689218807
ICA,ICA,20 Hz,None,Cz,None,200ms,Int. or reject,N400,Time-Resolved,1017.2778974831544
ICA,ICA,20 Hz,None,Cz,None,400ms,False,N400,Time-Resolved,1325.976807439807
ICA,ICA,20 Hz,None,Cz,None,400ms,Interpolate,N400,Time-Resolved,1102.0811923580409
ICA,ICA,20 Hz,None,Cz,None,400ms,Int. or reject,N400,Time-Resolved,944.147741632442
ICA,ICA,20 Hz,None,Cz,None,None,False,N400,Time-Resolved,0.0
ICA,ICA,20 Hz,None,Cz,None,None,Interpolate,N400,Time-Resolved,760.9309074048942
ICA,ICA,20 Hz,None,Cz,None,None,Int. or reject,N400,Time-Resolved,866.4068585338
ICA,ICA,20 Hz,None,Cz,linear,200ms,False,N400,Time-Resolved,1006.0541391971324
ICA,ICA,20 Hz,None,Cz,linear,200ms,Interpolate,N400,Time-Resolved,953.9074564777004
ICA,ICA,20 Hz,None,Cz,linear,200ms,Int. or reject,N400,Time-Resolved,841.5047126542407
ICA,ICA,20 Hz,None,Cz,linear,400ms,False,N400,Time-Resolved,1100.7454155001535
ICA,ICA,20 Hz,None,Cz,linear,400ms,Interpolate,N400,Time-Resolved,992.5882859089872
ICA,ICA,20 Hz,None,Cz,linear,400ms,Int. or reject,N400,Time-Resolved,997.0211699158048
ICA,ICA,20 Hz,None,Cz,linear,None,False,N400,Time-Resolved,1282.6838149278606
ICA,ICA,20 Hz,None,Cz,linear,None,Interpolate,N400,Time-Resolved,1105.420482802053
ICA,ICA,20 Hz,None,Cz,linear,None,Int. or reject,N400,Time-Resolved,1058.8694573006082
ICA,ICA,20 Hz,None,P9P10,None,200ms,False,N400,Time-Resolved,1201.8248110766003
ICA,ICA,20 Hz,None,P9P10,None,200ms,Interpolate,N400,Time-Resolved,1098.264081994449
ICA,ICA,20 Hz,None,P9P10,None,200ms,Int. or reject,N400,Time-Resolved,953.6084110170344
ICA,ICA,20 Hz,None,P9P10,None,400ms,False,N400,Time-Resolved,1312.340087002766
ICA,ICA,20 Hz,None,P9P10,None,400ms,Interpolate,N400,Time-Resolved,1245.0114037853998
ICA,ICA,20 Hz,None,P9P10,None,400ms,Int. or reject,N400,Time-Resolved,1048.797134138326
ICA,ICA,20 Hz,None,P9P10,None,None,False,N400,Time-Resolved,0.0
ICA,ICA,20 Hz,None,P9P10,None,None,Interpolate,N400,Time-Resolved,177.76783762898978
ICA,ICA,20 Hz,None,P9P10,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,ICA,20 Hz,None,P9P10,linear,200ms,False,N400,Time-Resolved,1021.0303743157316
ICA,ICA,20 Hz,None,P9P10,linear,200ms,Interpolate,N400,Time-Resolved,941.2377048756374
ICA,ICA,20 Hz,None,P9P10,linear,200ms,Int. or reject,N400,Time-Resolved,860.7184864841911
ICA,ICA,20 Hz,None,P9P10,linear,400ms,False,N400,Time-Resolved,1124.085845584197
ICA,ICA,20 Hz,None,P9P10,linear,400ms,Interpolate,N400,Time-Resolved,1078.1879721099056
ICA,ICA,20 Hz,None,P9P10,linear,400ms,Int. or reject,N400,Time-Resolved,1053.6832117000358
ICA,ICA,20 Hz,None,P9P10,linear,None,False,N400,Time-Resolved,1341.16468030263
ICA,ICA,20 Hz,None,P9P10,linear,None,Interpolate,N400,Time-Resolved,1247.987290254993
ICA,ICA,20 Hz,None,P9P10,linear,None,Int. or reject,N400,Time-Resolved,1166.86523578345
ICA,ICA,20 Hz,None,average,None,200ms,False,N400,Time-Resolved,1168.8293008895953
ICA,ICA,20 Hz,None,average,None,200ms,Interpolate,N400,Time-Resolved,902.8854010594404
ICA,ICA,20 Hz,None,average,None,200ms,Int. or reject,N400,Time-Resolved,921.4916357009824
ICA,ICA,20 Hz,None,average,None,400ms,False,N400,Time-Resolved,1270.4878015858708
ICA,ICA,20 Hz,None,average,None,400ms,Interpolate,N400,Time-Resolved,1032.986398320943
ICA,ICA,20 Hz,None,average,None,400ms,Int. or reject,N400,Time-Resolved,885.9588699419292
ICA,ICA,20 Hz,None,average,None,None,False,N400,Time-Resolved,0.0
ICA,ICA,20 Hz,None,average,None,None,Interpolate,N400,Time-Resolved,209.30789155795964
ICA,ICA,20 Hz,None,average,None,None,Int. or reject,N400,Time-Resolved,0.0
ICA,ICA,20 Hz,None,average,linear,200ms,False,N400,Time-Resolved,986.0612835478994
ICA,ICA,20 Hz,None,average,linear,200ms,Interpolate,N400,Time-Resolved,795.7891910616097
ICA,ICA,20 Hz,None,average,linear,200ms,Int. or reject,N400,Time-Resolved,834.7154000562114
ICA,ICA,20 Hz,None,average,linear,400ms,False,N400,Time-Resolved,1081.8502129349577
ICA,ICA,20 Hz,None,average,linear,400ms,Interpolate,N400,Time-Resolved,935.3951467412828
ICA,ICA,20 Hz,None,average,linear,400ms,Int. or reject,N400,Time-Resolved,911.5461966911045
ICA,ICA,20 Hz,None,average,linear,None,False,N400,Time-Resolved,1265.109697622301
ICA,ICA,20 Hz,None,average,linear,None,Interpolate,N400,Time-Resolved,1134.7517282208414
ICA,ICA,20 Hz,None,average,linear,None,Int. or reject,N400,Time-Resolved,1007.7186432377542
ICA,ICA,45 Hz,0.1 Hz,Cz,None,200ms,False,N400,Time-Resolved,1200.1098279628895
ICA,ICA,45 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N400,Time-Resolved,1019.7611066621638
ICA,ICA,45 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N400,Time-Resolved,972.5782289322356
